Text,Sentiment
"Kudos to Tim Cook 4 pushing E to Wed...emember MK weekend 2 yrs ago/day b4 E, when Steve Jobs went on  medical leave 4 last time? AAP",Positive
"Most eading Stocks lagging ES_F, AMH FT, others displaying climactic action, DDD MTZ. Positive reaction 2 AAP EPS is a Bull Trap.",Negative
"Green Weekly & Monthly Triangle on ISIS,....pdating  ",Negative
BZH Beazer Homes SA option traders getting bullish before earnings buying over 8k calls  ,Positive
"Green Weekly Triangle on AMPE,....pdating  ",Negative
"AN No serious resistance till 10.00, 10.17  Just getting started (likely)",Positive
SNFCA moving stop tighter after seeing reaction to resistance  ,Positive
SPY Dismal volume today. It appears everyone's waiting for AAP to release earnings before they take a position.,Negative
GOOG > I made a slight change by relocating wave 3 to last Friday's low.  ,Negative
"ed Weekly Triangle on FT,....pdating,..near to end the trend  ",Positive
KEX closed 3.37 called the long at 3.08 - biggest winner of the day!!!1,Positive
IBM apparently the numbers were good,Positive
GOOG lower trendline adjusted  ,Positive
CHK looks like an intermediate term bottom  ,Positive
TXN Why down in AH on beat?,Positive
"Green Weekly Triangle on DEPO,.....pdating   ",Negative
GOOG is the best. chrome on IOS it better that safari. goog innovation is far better.,Positive
"user: OK, correction, WDC  15-16 year highs.",Positive
goog short 738. Think they will sell into the open tomorrow. Would be lovely and same procedure than every quarter  :) Good Night Guys!,Negative
"GOOG thank you for the sake of my calls, will love to see you go higher in the morning!",Positive
AAP - 3 scenarios to watch ahead of Apple earnings and the resulting price action  ,Negative
user KEX with volume continuing I see this going to 4 - pretty easy - long today right above 3.00,Positive
"TSA some nice PVE here, but got rejected at 35.50 area again, keeping on watch for a push through  ",Positive
IBM GOOG AAP FB COMPQ SPX 79.6% of S&P 500 Stocks Overbought   ,Negative
"WH held above previous day's lows continuing bounce from the gap fill, SI back above 50  ",Positive
"GMC haven't missed the party yet, still consolidating, could go any day  ",Positive
AAP Anyone have any suggestions for bullish positions assuming 5% increase after earning? 530 long calls seem to have limited upside.,Positive
"VMW testing its recent uptrend here, not real impressive as of late, SI now in bear country  ",Negative
"aapl so aside from simply levering on common stock or writing puts, any other *risky* strategies to play earnings for maximum reward?",Positive
SGMO monthly  ,Positive
user I'd guess if there were other AAP issues with the magnitude of maps we'd know it by now.,Positive
"user I'd buy an iPad if I weren't wedded to 64-bit gigaflops, gigabytes of AM and inux. AAP",Positive
AEG Over 28.23  ,Positive
homes are building - KBH may break over October levels - Over 17.20 or 17.26  ,Positive
"FFIV another CSS falling through lower trend support today, seeing a trend here  ",Negative
Good stuff user: Google Earnings eview: Hopeful Signs in a Multi-Screen World  GOOG XK,Positive
user I don't know about NOK and IMM but I suspect Mr. Ballmer won't make his numbers. MSFT,Negative
Positive GOOG earnings pushed NQ_F higher and it finally looks in sync with ES_F & YM_F  QQQ SPY DIA,Positive
Bloomberg : Morgan Stanley's ist of Companies with Higher Odds of a Takeover Offer  FS is a TAKEOVE candidate !!!!,Positive
FAO is deciding its direction #waitforit  ,Positive
"GOOG much better positioned than AAP.  Does not rely on hardware sales, less competition, search monopoly, better vision.",Positive
CSX CEO on CNBC now,Positive
MCD Whats the news?,Positive
"user: IBM up 3.7% in pre-mkt, GOOG up 5.2.  eaction to tech good, despite warts on both quarters",Positive
well MCP top short from 11 to zero still in play same goes with VXY from 12 and TVIX from 6 all three will evaporate to nothing,Negative
COH defended the 50.50-50.60 area a few times.,Negative
im long ATHX 1.34 and D 10.02 - .26 dividend paid today now unit cost is 9.76,Positive
ATHX b/o above 1.35 w/ buy stops to 1.50 range easy on this. Wait for first hr to shake out and volume to come in STAY ONG STAY STONG,Positive
DECK short 38.10 bear flag working,Negative
XEC short 63.90,Negative
AMZN short 268.57,Negative
DECK out half short +.50 cents,Negative
INVN also over line - from watch list this a trade to top of red candle on the left   ,Positive
"MIDD - ong  97.69. Trailing Stop  118.01 from 10 Stops of 115.61, 113.95, 110.38, 99.33, 95.82, ... 90.46 & 87.31  ",Positive
user Another actionable alert with the KBH 18 Feb calls. Thanks,Positive
IBM and GOOG adding to gains in regular trading hours. I like them both but I prefer GOOG above 745.,Positive
AMZN out half short +1,Negative
"If GOOG holds up above 745 today on good volume, very bullish",Positive
Did you like my IBM calls and GOOG calls from last night?,Positive
VXY 10 by eod AAP ramp,Negative
XEC out half of short +.50cents,Negative
AMZN covered short +1 now long 267.61,Positive
VXY Da bears wacked again? gap fill from yesterday. 10 on AAP 15% rev beat?,Negative
XEC out 1/4 of short +1,Negative
DDD I sold my position way to early at 45 having bought at 30....good trade but left quite a bit on table.  ooking for pullback,Positive
user Do you have a strategy for setting stop loss on a winning stock?  What about setting at the 10day MA if stock is above FDX?,Positive
BAC Indtitutional buy  11.30 large Block,Positive
"Tues gave sell on AMZN because I was concerned for user, but he was out ,good thing!  ",Negative
"I get devices shtick, but still don't think DE deal helps MSFT at all in short- or medium-term.   via user",Negative
"Oh, and 1st comment on my user post from a guy with 45 target for MSFT ... BY END OF Q2!!! A tad aggressive?  ",Negative
"QSII getting close to the big gap above, SI a good indicator here  ",Positive
GOOG Nice jump!  ,Positive
OY O'eilly Automotive Inc. option traders making big downside bets selling 27k calls buying 17k puts  ,Negative
"AMD 2.72 is pretty much the pivot resistance here. If that breaks, we could see 2.83 quickly.",Positive
here is the AMZN with the down target magenta at 260.43  ,Negative
OY Massive 80000 contract 8 way rolls bullish trade in OY into a call spread collar  ,Positive
"user yes, it is working fine ISIS, might I will post a update today",Negative
GOOG clearing next buy area per video this morning  ,Positive
"FCFS Q4 beats on top/bottom, guides full year below estimates. evs +24% YoY, net income +30% YoY  ",Positive
"FCFS expects to open ~75 to 85 new stores in 2013, the majority of which will be in Mexico",Positive
"Green Weekly & Monthly Triangle on ISIS,.....pdating  ",Negative
"SWY - clean up isle 6, 7, & 8, we have short sellers bleeding out everywhere",Positive
user nobullshytrader I will post a update soon SNSS,Positive
"ed Weekly Triangle on SNSS,....pdating, for complete study check    ",Positive
"mentioned it was poised yesterday.  congrats big BE  - IBM p 5%, Near All-Time High  via user IBM",Positive
bought a little aapl at 510 ... pressing my position a bit because GOOG to me is just prooof of an expanding mobile pie.,Positive
FS just looking more and more like a head and shoulders pattern here,Negative
Why I BOGHT a little more AAP today pre-earnings (or how to break all your own rules because of a feeling)  ...,Positive
1 of 2: the game the momos have to play now is what stock will pop next on earnings? price action today says NFX,Positive
SWY Safeway Inc. bullishness in March Calls for earnings  ,Positive
"NFX Q3 2012 operational cash flow  was 150,000 vs. Q3 2011 of 49 million. 99% decline q over q",Negative
"Most eading Stocks lagging ES_F, DDD SSYS AKS. Others displaying climactic action, AFSI AD SNTS. AAP at Bat! Tighten Stops.",Negative
MEA SI MACD and KDJ are saying it's still not time to here. Monitoring stricly for an entry point lower,Negative
VXY 9 here we come - AAP Blowout,Negative
VXY AAP Blowout Huge Dump AAP Miss #FED pump VXY Dump,Negative
"AAP Apple had 58 billion in current assets and 92 billion in long-term marketable securities,? mostly probably Treasury bills.",Negative
"AAP plus another 26 billion in off-balance-sheet liabilities, mostly contractual commitments to buy parts from suppliers.",Negative
AAP So Apple's true stock price is really about 430. This is the starting point for understanding the company's valuation,Negative
"user DDD exhibiting climax run characteristics: ate stage base, 30%+ in 2 weeks, extended over ma's, violating upper trendline, etc...",Negative
HOV - haven't looked since selling in November - Nice move in Dec preXMAS  ,Positive
"BCM I work in this industry. don't just look at smartphone #s, they are everywhere in the network/comm/server hardware space",Positive
"user Yeah, I have to think AAP is an underpriced value stock. ;-)",Positive
"user I suppose I should tweak my guess again, eh? AAP",Positive
"ed Weekly Triangle on CB,....pdating  ",Positive
SWY nice volume today.,Positive
MSI - glad I waited until 11:52AM b4 placing close stop (not hit). Now can breath much easier as it is up for the day. ,Positive
AF no complaints as it confirms M b/o. ,Positive
"IBM and GOOG earnings beat, and SPY barely budged. ooks like AAP needs stellar earnings to keep bulls raving. more than 14 per share",Negative
NFX murdering shorts. Wow.,Positive
user  I think the same aapl. Iphone lost the wow factor.,Negative
"user: NFX shorts destroyed, now if AAP beats nicely the market is gonna have an orgasm",Positive
AAP das + 2 % gef?llt mir nicht.,Positive
AAP down we go,Negative
CANT WAIT FO AAP TO GO BACK TO 400,Negative
AAP Sell sell sell,Negative
AAP Wow my god,Negative
AAP wooooow really bad! I won't touch the apple-stock! Wild ride...,Negative
"AAP believers will never give up.  The competition has caught up, and AAP will have to lower prices or lose revenues.  425 coming soon.",Negative
AAP with 137 billion in cash that is crazy,Negative
VXY 10 on AAP conference call,Negative
AAP  user like the guest said aapl is lacking innovation,Negative
I don't care what anybody says. NFX may have a little earnings boost and I stopped out but the MACD divergence is there! Will short again.,Negative
user I'd buy MON. I'm waiting for a more serious pullback to get cheaper but not sure if that will happen. What do you think? 98/100?,Positive
"Green Weekly Triangle on FNFG,....pdating, check blog:   ",Negative
"AAP breaks low from 1/15.  I'm just saying, even here, down from 700, I feel there is more stock that can be sold, then money to buy it.",Negative
AAP What does Al Gore know that we don't?,Positive
Apple call: cash+securities 137.1B vs 121B - 16B increase. That's less 2.5B in divs and  2B in buybacks too. (but 92B offshore) AAP,Positive
"user: .. AAP 600 is too far, highly unlikely crosses 557 ever again. Will C - More than likely now. 425 is next level 2 watch",Negative
"AAP From earlier,  Stay away from failed patterns",Negative
AAP next stop = 430,Negative
"SPY afterhours thanks to AAP fail, is coming in hard and fast. #stockaction",Negative
AAP I shorted after E and Win but now it's OVEEACTING Stock will be around 475-85 By EOD Tomorrow !,Positive
Charles Sizemore on Straight Talk About Money - Sizemore Insights  MSFT DE,Positive
"Instead of the classic M. Night Shyamalan twist, we got the recent M. Night Shyamalan disappointment AAP",Negative
user: AAP Hedge Fund Hotel margin call switchboard blow-up tomorrow,Negative
